SERIAL,CIRCULATION_MARKET_VALUE<140>,CHG,PEAK_PRICE<140>,TRADING_VOLUMES,VOLUME,MARKET_SHORT_NAME,SECURITY_CODE,BOTTOM_PRICE<140>,QRR,PE_DYNAMIC,PB,NEWEST_PRICE,SECURITY_SHORT_NAME,IF_DELISTING,TURNOVER_RATE,IFSTSTOCK{2025-10-17},MARKET_NUM,IN_OPTIONAL,PCHG,PETTM{2025-10-17},TOAL_MARKET_VALUE<140>
158,1203.40亿,-2.02,5.48,6.17亿,1.14亿,SZ,000166,5.32,0.90,15.61,1.23,5.34,申万宏源,否,0.51,否,0,False,-0.11,18.15,1337.13亿
159,498.82亿,-4.58,21.87,14.76亿,7082.54万,SH,600487,20.32,0.76,15.60,1.68,20.40,亨通光电,否,2.90,否,1,False,-0.98,18.15,503.21亿
160,421.14亿,-3.19,12.57,5.01亿,4076.05万,SH,600026,12.07,0.64,15.46,1.62,12.12,中远海能,否,1.17,否,1,False,-0.40,17.70,578.22亿
161,1925.55亿,-2.35,63.65,18.81亿,3013.46万,SH,600309,61.50,1.00,15.72,1.93,61.51,万华化学,否,0.96,否,1,False,-1.48,17.53,1925.55亿
162,878.52亿,-0.16,25.57,2.73亿,1071.70万,SZ,000895,25.22,1.03,18.91,4.22,25.36,双汇发展,否,0.31,否,0,False,-0.04,17.52,878.64亿
163,3542.16亿,-1.89,29.93,51.25亿,1.74亿,SH,600030,29.05,0.84,15.71,1.59,29.09,中信证券,否,1.43,否,1,False,-0.56,17.35,4311.30亿
164,774.48亿,-2.96,39.27,25.94亿,6819.54万,SH,600362,37.00,0.55,15.48,1.62,37.32,江西铜业,否,3.29,否,1,False,-1.14,17.18,1292.29亿
165,561.39亿,-3.87,8.25,9.59亿,1.19亿,SZ,000157,7.89,0.92,12.42,1.20,7.94,中联重科,否,1.69,否,0,False,-0.32,17.18,686.69亿
166,394.63亿,-4.46,19.53,14.66亿,7748.51万,SZ,002236,18.62,0.93,12.38,1.65,18.65,大华股份,否,3.66,否,0,False,-0.87,17.16,612.98亿
167,1059.98亿,-0.70,14.39,4.16亿,2915.38万,SH,600886,14.17,0.63,15.00,1.79,14.22,国投电力,否,0.39,否,1,False,-0.10,17.00,1138.24亿
168,528.55亿,-3.02,23.16,8.95亿,3970.46万,SH,601168,22.10,0.55,14.14,3.18,22.18,西部矿业,否,1.67,否,1,False,-0.69,16.62,528.55亿
169,974.36亿,0.11,108.36,13.26亿,1227.37万,SH,600941,107.47,0.96,13.86,1.67,107.93,中国移动,否,1.36,否,1,False,0.12,16.39,2.33万亿
170,1418.81亿,-3.26,23.60,5.12亿,2217.71万,SH,601633,22.80,1.07,15.43,2.32,22.85,长城汽车,否,0.36,否,1,False,-0.77,16.33,1955.47亿
171,1188.68亿,0.00,5.95,6.25亿,1.05亿,SH,601006,5.89,0.95,14.44,0.72,5.90,大秦铁路,否,0.52,否,1,False,0.00,16.30,1188.68亿
172,1294.40亿,-1.81,18.40,11.31亿,6249.45万,SH,601881,17.85,0.97,15.06,1.71,17.87,中国银河,否,0.86,否,1,False,-0.33,16.11,1953.98亿
173,522.02亿,-2.15,25.37,4.47亿,1807.23万,SH,600426,24.43,1.01,16.67,1.64,24.63,华鲁恒升,否,0.85,否,1,False,-0.54,16.10,522.95亿
174,584.43亿,-1.77,51.15,8901.85万,176.31万,SZ,300979,50.08,0.80,17.49,3.90,50.08,华利集团,否,0.15,否,0,False,-0.90,16.09,584.43亿
175,456.05亿,-2.40,5.45,2.01亿,3756.06万,SH,688009,5.27,0.93,17.28,1.24,5.29,中国通号,否,0.44,否,1,False,-0.13,15.93,560.20亿
176,723.39亿,-0.80,15.00,3.86亿,2593.95万,SH,600674,14.77,0.83,14.70,1.70,14.84,川投能源,否,0.53,否,1,False,-0.12,15.50,723.39亿
177,717.17亿,-0.53,21.54,12.53亿,5954.13万,SZ,000807,20.58,0.93,12.96,2.34,20.68,云铝股份,否,1.72,否,0,False,-0.11,15.39,717.17亿
178,1983.75亿,-1.50,137.64,10.72亿,787.53万,SZ,000568,134.85,0.70,12.97,4.27,135.00,泸州老窖,否,0.54,否,0,False,-2.05,15.16,1987.13亿
179,1379.78亿,-3.75,24.50,28.75亿,1.21亿,SZ,000776,23.22,0.76,13.74,1.43,23.37,广发证券,否,2.05,否,0,False,-0.91,15.14,1777.49亿
180,6909.75亿,-0.26,42.66,19.16亿,4547.70万,SH,601088,41.65,1.05,16.89,2.07,41.90,中国神华,否,0.28,否,1,False,-0.11,15.05,8324.91亿
181,701.68亿,-1.92,8.97,4.73亿,5390.97万,SH,601872,8.66,0.48,16.51,1.73,8.69,招商轮船,否,0.67,否,1,False,-0.17,14.82,701.68亿
182,636.60亿,-2.02,159.41,3.48亿,220.99万,SZ,000596,155.76,0.90,11.25,3.27,155.80,古井贡酒,否,0.54,否,0,False,-3.21,14.69,823.56亿
183,511.39亿,0.82,13.61,1.57亿,1167.17万,SH,600377,13.29,0.99,13.98,1.69,13.45,宁沪高速,否,0.31,否,1,False,0.11,14.66,677.58亿
184,641.60亿,-2.59,29.75,4.06亿,1391.42万,SH,600066,28.86,0.54,16.57,4.87,28.98,宇通客车,否,0.63,否,1,False,-0.77,14.66,641.60亿
185,564.72亿,-3.62,16.99,4.55亿,2722.52万,SH,600233,16.45,1.27,15.42,1.75,16.50,圆通速递,否,0.80,否,1,False,-0.62,14.65,564.72亿
186,4699.26亿,-1.36,122.96,21.97亿,1804.08万,SZ,000858,121.06,0.85,12.05,3.35,121.07,五 粮 液,否,0.46,否,0,False,-1.67,14.55,4699.46亿
187,949.53亿,-1.00,24.24,9.96亿,4160.17万,SH,600585,23.70,1.01,14.40,0.67,23.74,海螺水泥,否,1.04,否,1,False,-0.24,14.40,1258.05亿
188,1875.67亿,-2.03,7.90,8.85亿,1.14亿,SH,601766,7.70,0.85,15.27,1.30,7.71,中国中车,否,0.47,否,1,False,-0.16,14.34,2212.68亿
189,1240.80亿,-1.23,17.23,5.00亿,2943.56万,SH,600989,16.88,0.64,10.85,2.78,16.92,宝丰能源,否,0.40,否,1,False,-0.21,14.18,1240.80亿
190,735.38亿,-1.56,3.84,3.11亿,8180.30万,SH,601018,3.78,0.62,14.16,0.94,3.78,宁波港,否,0.42,否,1,False,-0.06,13.97,735.38亿
191,2523.38亿,-1.99,19.24,19.85亿,1.05亿,SH,601211,18.70,0.71,10.47,1.06,18.70,国泰海通,否,0.78,否,1,False,-0.38,13.88,3296.61亿
192,705.22亿,1.27,10.41,2.94亿,2843.65万,SZ,001965,10.18,1.15,14.08,1.08,10.34,招商公路,否,0.42,否,0,False,0.13,13.78,705.22亿
193,616.32亿,-6.40,30.39,10.30亿,3527.67万,SH,601877,28.50,1.13,12.06,1.44,28.68,正泰电器,否,1.64,否,1,False,-1.96,13.68,616.32亿
194,1261.00亿,-1.96,17.45,12.90亿,7511.03万,SH,600999,16.98,0.74,14.25,1.28,16.99,招商证券,否,1.01,否,1,False,-0.34,13.65,1477.54亿
195,1325.55亿,-2.89,14.26,8.42亿,6020.73万,SZ,002736,13.76,0.46,13.16,1.50,13.79,国信证券,否,0.63,否,0,False,-0.41,13.52,1412.34亿
196,662.33亿,-2.88,3.83,7.46亿,2.00亿,SH,601618,3.70,0.51,12.40,0.75,3.71,中国中冶,否,1.12,否,1,False,-0.11,13.50,768.85亿
197,913.18亿,-0.39,5.18,5.75亿,1.12亿,SH,600795,5.09,0.95,12.39,1.57,5.12,国电电力,否,0.63,否,1,False,-0.02,13.43,913.18亿
198,685.91亿,-0.73,13.88,1.81亿,1326.20万,SZ,000708,13.51,0.58,12.26,1.68,13.59,中信特钢,否,0.26,否,0,False,-0.10,13.19,685.91亿
199,890.36亿,1.55,15.41,19.00亿,1.25亿,SH,600188,14.65,1.53,16.21,2.53,15.03,兖矿能源,否,2.12,否,1,False,0.23,13.11,1508.63亿
200,566.67亿,-0.70,18.62,1.04亿,562.77万,SH,600803,18.38,0.58,11.85,2.47,18.42,新奥股份,否,0.18,否,1,False,-0.13,13.05,570.48亿
201,505.27亿,0.31,23.80,18.60亿,8125.99万,SZ,000933,22.30,1.15,13.28,2.26,22.48,神火股份,否,3.62,否,0,False,0.07,12.88,505.65亿
202,5045.46亿,-0.52,73.59,20.17亿,2764.91万,SZ,000333,72.64,0.64,10.75,2.59,72.80,美的集团,否,0.40,否,0,False,-0.38,12.79,5593.35亿
203,489.82亿,0.76,12.22,5.96亿,4994.65万,SZ,002532,11.74,0.80,13.24,1.98,11.86,天山铝业,否,1.21,否,0,False,0.09,12.35,551.71亿
204,794.50亿,-1.21,2.50,8.53亿,3.46亿,SH,601868,2.44,0.72,18.23,0.94,2.45,中国能建,否,1.07,否,1,False,-0.03,12.14,1021.43亿
205,1115.13亿,-1.51,8.86,24.08亿,2.80亿,SH,601600,8.45,0.68,10.28,2.03,8.47,XD中国铝,否,2.13,否,1,False,-0.13,11.66,1453.08亿
206,1564.88亿,-0.91,25.50,11.14亿,4421.99万,SH,600690,25.01,0.89,9.75,2.04,25.02,海尔智家,否,0.71,否,1,False,-0.23,11.52,2346.99亿
207,2176.53亿,-0.40,22.80,13.03亿,5782.76万,SH,601225,22.28,0.82,14.25,2.45,22.45,陕西煤业,否,0.60,否,1,False,-0.09,11.52,2176.53亿
208,717.86亿,-1.71,14.67,8.36亿,5764.47万,SZ,000338,14.37,0.68,11.12,1.40,14.40,潍柴动力,否,1.16,否,0,False,-0.25,11.26,1254.76亿
209,446.26亿,-0.83,3.67,3.92亿,1.08亿,SH,601991,3.58,0.79,7.27,2.00,3.60,大唐发电,否,0.87,否,1,False,-0.03,11.15,666.24亿
210,354.34亿,-0.53,20.81,7957.76万,384.87万,SZ,001872,20.51,0.79,9.70,0.81,20.54,招商港口,否,0.22,否,0,False,-0.11,11.09,509.75亿
211,506.24亿,-0.98,18.41,2.81亿,1535.20万,SH,601607,18.12,0.77,7.55,0.90,18.15,上海医药,否,0.55,否,1,False,-0.18,11.09,673.07亿
212,1575.34亿,-2.22,22.32,27.89亿,1.27亿,SH,601688,21.56,0.60,12.89,1.17,21.56,华泰证券,否,1.74,否,1,False,-0.49,11.06,1946.19亿
213,580.22亿,1.17,8.72,2.60亿,3009.07万,SH,600039,8.46,0.78,13.51,1.58,8.64,四川路桥,否,0.45,否,1,False,0.10,11.06,751.30亿
214,1107.87亿,-0.27,18.90,6.32亿,3382.69万,SZ,300498,18.52,0.65,17.79,2.99,18.58,温氏股份,否,0.57,否,0,False,-0.05,10.88,1236.30亿
215,8498.08亿,-4.11,42.75,14.25亿,3429.39万,SH,601628,40.68,1.34,14.09,2.23,40.81,XD中国人,否,0.16,否,1,False,-1.75,10.53,1.15万亿
216,540.44亿,0.29,24.74,4.22亿,1739.62万,SZ,002128,24.00,1.07,9.70,1.51,24.11,电投能源,否,0.78,否,0,False,0.07,10.43,540.44亿
217,466.95亿,0.58,8.72,1.41亿,1631.53万,SH,601298,8.59,0.86,9.89,1.28,8.66,青岛港,否,0.30,否,1,False,0.05,10.34,562.13亿
218,1216.30亿,0.00,13.59,9.39亿,7029.68万,SH,601898,13.11,1.35,11.44,1.13,13.29,中煤能源,否,0.77,否,1,False,0.00,10.22,1762.08亿
219,1928.92亿,-1.38,51.48,16.36亿,3216.14万,SZ,002714,50.38,0.69,13.13,3.57,50.62,牧原股份,否,0.84,否,0,False,-0.71,10.03,2765.25亿
220,446.79亿,-0.76,5.32,3.92亿,7415.82万,SH,600027,5.24,0.97,7.81,1.27,5.25,华电国际,否,0.87,否,1,False,-0.04,9.90,609.62亿
221,709.41亿,-2.14,23.94,4.49亿,1905.48万,SZ,002001,23.30,0.76,9.96,2.40,23.36,新 和 成,否,0.63,否,0,False,-0.51,9.88,717.95亿
222,822.63亿,0.00,7.58,6.08亿,8098.25万,SH,600011,7.45,1.12,6.34,1.89,7.48,华能国际,否,0.74,否,1,False,0.00,9.83,1174.22亿
223,1.36万亿,-0.24,8.50,12.64亿,1.50亿,SH,601857,8.36,0.89,9.16,0.99,8.41,中国石油,否,0.09,否,1,False,-0.02,9.63,1.54万亿
224,501.32亿,-1.61,28.39,9.11亿,3272.84万,SH,600096,27.44,0.66,9.08,2.25,27.50,云天化,否,1.80,否,1,False,-0.45,9.54,501.32亿
225,765.14亿,-0.58,25.92,11.08亿,4302.94万,SH,600938,25.56,0.92,8.75,1.55,25.59,XD中国海,否,1.44,否,1,False,-0.15,9.52,1.22万亿
226,694.57亿,-0.19,5.24,3.90亿,7509.08万,SH,600023,5.17,0.75,9.89,0.94,5.18,XD浙能电,否,0.56,否,1,False,-0.01,9.46,694.57亿
227,2.43万亿,1.74,7.69,45.75亿,6.03亿,SH,601288,7.47,1.12,9.56,1.00,7.62,农业银行,否,0.19,否,1,False,0.13,9.33,2.67万亿
228,615.10亿,-1.56,20.33,4.94亿,2496.00万,SH,600741,19.44,1.10,10.67,0.98,19.51,华域汽车,否,0.79,否,1,False,-0.31,9.16,615.10亿
229,4312.97亿,0.00,13.44,10.84亿,8169.32万,SH,600000,13.11,0.61,7.32,0.61,13.32,浦发银行,否,0.25,否,1,False,0.00,9.07,4312.97亿
230,1293.05亿,-0.36,5.64,1.94亿,3464.32万,SH,600018,5.56,0.81,8.06,0.95,5.57,上港集团,否,0.15,否,1,False,-0.02,8.90,1296.77亿
231,597.21亿,-2.63,18.25,7.22亿,4026.84万,SZ,002648,17.70,0.86,10.89,1.92,17.74,卫星化学,否,1.20,否,0,False,-0.48,8.84,597.60亿
232,742.46亿,-1.90,5.82,11.58亿,2.02亿,SH,601669,5.66,0.66,9.02,0.68,5.68,中国电建,否,1.55,否,1,False,-0.11,8.78,978.45亿
233,6106.09亿,-1.28,58.48,39.17亿,6774.93万,SH,601318,57.17,0.89,7.62,1.10,57.28,中国平安,否,0.64,否,1,False,-0.74,8.64,1.04万亿
234,3017.31亿,-0.58,8.68,9.30亿,1.09亿,SH,601319,8.46,0.83,7.08,1.34,8.50,中国人保,否,0.31,否,1,False,-0.05,8.05,3759.04亿
235,3839.40亿,-0.52,5.79,9.96亿,1.74亿,SH,601658,5.69,0.99,6.98,0.69,5.72,邮储银行,否,0.26,否,1,False,-0.03,7.91,6869.44亿
236,2.05万亿,-0.13,7.72,31.25亿,4.09亿,SH,601398,7.57,0.89,8.08,0.72,7.62,工商银行,否,0.15,否,1,False,-0.01,7.47,2.72万亿
237,2515.55亿,-2.52,38.00,15.25亿,4088.52万,SH,601601,36.65,0.69,6.34,1.25,36.75,中国太保,否,0.60,否,1,False,-0.95,7.41,3535.48亿
238,1.13万亿,-0.74,5.43,16.67亿,3.10亿,SH,601988,5.33,0.95,7.32,0.65,5.34,中国银行,否,0.15,否,1,False,-0.04,7.27,1.72万亿
239,884.54亿,0.33,9.34,15.76亿,1.70亿,SH,601939,9.14,1.09,7.44,0.72,9.22,建设银行,否,1.77,否,1,False,0.03,7.24,2.41万亿
240,8579.58亿,-0.81,42.22,34.71亿,8298.27万,SH,600036,41.38,0.71,7.00,0.99,41.59,招商银行,否,0.40,否,1,False,-0.34,7.06,1.05万亿
241,1396.41亿,-2.43,69.21,22.11亿,3252.98万,SH,601336,66.79,0.81,7.06,2.50,66.96,新华保险,否,1.56,否,1,False,-1.67,6.98,2088.85亿
242,643.38亿,0.00,7.42,4.35亿,5965.17万,SH,601077,7.22,0.55,5.37,0.63,7.28,渝农商行,否,0.67,否,1,False,0.00,6.98,826.79亿
243,2218.20亿,-1.35,41.05,18.33亿,4518.04万,SZ,000651,40.17,0.88,7.82,1.81,40.22,格力电器,否,0.82,否,0,False,-0.55,6.94,2252.89亿
244,830.58亿,0.57,8.89,2.62亿,2960.30万,SH,601825,8.79,0.76,6.09,0.67,8.86,沪农商行,否,0.32,否,1,False,0.05,6.93,854.50亿
245,1444.06亿,0.17,11.80,4.87亿,4157.75万,SH,601009,11.64,0.53,5.72,0.81,11.68,南京银行,否,0.34,否,1,False,0.02,6.81,1444.06亿
246,1029.44亿,-1.47,8.91,2.81亿,3185.22万,SH,601800,8.72,0.82,7.43,0.49,8.74,中国交建,否,0.27,否,1,False,-0.13,6.60,1422.75亿
247,1819.86亿,-0.29,7.11,18.29亿,2.60亿,SH,601328,6.95,1.01,6.70,0.55,6.98,交通银行,否,1.00,否,1,False,-0.02,6.54,6167.79亿
248,1811.67亿,0.18,27.85,12.51亿,4533.23万,SZ,002142,27.25,1.03,6.14,0.82,27.45,宁波银行,否,0.69,否,0,False,0.05,6.42,1812.69亿
249,1188.84亿,0.68,16.57,11.87亿,7222.45万,SH,600926,16.26,1.02,5.10,0.91,16.40,杭州银行,否,1.00,否,1,False,0.11,6.38,1188.84亿
250,3175.44亿,-0.64,7.90,6.73亿,8603.28万,SH,601998,7.77,0.93,5.94,0.61,7.79,中信银行,否,0.21,否,1,False,-0.05,6.23,4334.76亿
251,2016.81亿,-0.45,11.17,17.08亿,1.54亿,SH,600919,10.95,0.67,4.98,0.81,10.99,江苏银行,否,0.84,否,1,False,-0.05,6.05,2016.81亿
252,783.17亿,-0.75,18.83,4.96亿,2665.63万,SH,601838,18.45,0.79,5.93,0.95,18.51,成都银行,否,0.63,否,1,False,-0.14,5.90,784.53亿
253,661.41亿,-0.32,3.10,6.87亿,2.23亿,SH,601916,3.06,1.01,5.50,0.48,3.07,浙商银行,否,1.03,否,1,False,-0.01,5.68,843.16亿
254,1348.43亿,-1.04,9.66,7.34亿,7688.94万,SH,601229,9.45,0.58,5.10,0.55,9.49,上海银行,否,0.54,否,1,False,-0.10,5.66,1348.43亿
255,1422.03亿,-1.23,4.08,18.76亿,4.64亿,SH,600016,4.00,0.80,4.11,0.31,4.01,民生银行,否,1.31,否,1,False,-0.05,5.63,1755.68亿
256,4272.78亿,-1.27,20.62,20.92亿,1.03亿,SH,601166,20.15,0.81,4.95,0.58,20.19,兴业银行,否,0.49,否,1,False,-0.26,5.53,4272.78亿
257,1160.92亿,-1.22,5.77,7.41亿,1.30亿,SH,601390,5.65,0.56,5.93,0.45,5.67,中国中铁,否,0.63,否,1,False,-0.07,5.52,1402.82亿
258,919.11亿,-0.62,8.08,3.55亿,4425.32万,SH,601186,7.98,0.70,5.07,0.40,7.99,中国铁建,否,0.38,否,1,False,-0.05,5.16,1085.01亿
259,2212.24亿,-1.21,11.58,11.94亿,1.04亿,SZ,000001,11.38,0.78,4.45,0.50,11.40,平安银行,否,0.54,否,0,False,-0.14,5.09,2212.27亿
260,2309.81亿,-1.06,5.68,13.34亿,2.37亿,SH,601668,5.58,0.91,3.80,0.49,5.59,中国建筑,否,0.57,否,1,False,-0.06,4.90,2309.81亿
261,1591.75亿,-1.15,3.49,13.00亿,3.76亿,SH,601818,3.43,0.73,4.12,0.41,3.43,光大银行,否,0.81,否,1,False,-0.04,4.84,2026.63亿
262,1211.49亿,-0.52,5.80,14.11亿,2.45亿,SH,601169,5.72,0.67,4.02,0.44,5.73,北京银行,否,1.16,否,1,False,-0.03,4.66,1211.49亿
263,1886.45亿,-0.20,15.10,13.94亿,9300.57万,SH,601919,14.90,0.88,6.61,1.00,14.96,中远海控,否,0.74,否,1,False,-0.03,4.66,2317.27亿
264,1046.33亿,-0.73,6.89,7.06亿,1.03亿,SH,600015,6.78,0.66,4.72,0.35,6.80,华夏银行,否,0.67,否,1,False,-0.05,4.06,1082.22亿
